Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25
100,38175,EN,20,2,187,25,187,25,20,Scottish,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,N/A,N/A,1,2,7,2, ,1, ,11, , ,1,N/A,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,4,5,4,5,5,5,4,5,3,2,1,3,1,2,2,2,2,1,3,1,1,2,1,3,3,1,1,3,3,1,1,1,2,2
100,6680,EN,19,1,187,25,187,25,19,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,2, ,1, ,3, , , , ,2,2,3,3,3,3,4,2,1,2,1,2,1,1,2,1,2,3,4,4,4,4,5,5,5,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,3,2,1,2,2,2,1,3,3,2,3
100,86720,EN,18,2,187,25,187,25,18, ,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,6,4, ,4, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,1,2,1,1,3,3,3,2,3,1,1,3,1,2,3,1,1,3,2,1,2,1,3,3
100,295671,EN,18,2,187,44,187,25,18,white american,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2, , , ,1, , ,1,1,9,4, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,1,1,1,1,1,1,2,2,1,3,1,1,3,1,3,3,1,1,2,3,1,1,1,1,3
100,1219,EN,19,2,187,19,187,19,19,White,1, ,Herterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,1,1,2,1,1,3,1,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3
100,2761,EN,18,2,187,19,187,25,13,caucasian,1, ,straight, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,biological mother, ,3,1,5,5, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,2,3,4,3,2,2,3,1,2,2,3,3,2,3,1,1,3,2,3,3,1,2,3,3,1,3,1,1,3
100,1361,EN,18,1,187,45,187,25,3 months,"caucasian, quarter hispanic",1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0,biological mother,biological father,1,1,7,2, ,2, ,7, , , , ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,4,5,5,5,5,3,1,1,2,1,2,2,1,3,1,3,1,1,2,1,3,3,1,1,3,3,1,2,1,1,1
100,67138,EN,18,2,187,45,187,25,15,Caucasian,1, ,Straight,1,1, , , , , , , , , , , ,1, , , , ,1, , , , , ,2,2,2, , ,0, , ,2,1,7,6,11th,5, ,1,Episcopal, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,3,3,1,2,2,2,3,2,3,3,1,1,3,2,2,2,2,3,3
100,2704,EN,19,2,187,19,187,19,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,6,2, ,2, ,1,Episcopal, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,2,2,1,2,2,2,2,1,3,2,2,2,3,3,3,1,1,2,3,1,2,2,2,2
100,1810,EN,18,1,187,44,187,25,18,white,1, ,male,1, , , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,8,3, ,3, ,11, , , , ,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,1,1,1,1,1,2,2,1,1,3,1,1,1,2,2,3,1,1,2,2,1,2,2,1,2
100,1370,EN,18,2,36, , ,25,17 years,Asian,4, ,Heterosexual, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,6,2, , ,1, , ,1,1,6,1, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,3,3,3,1,1,2,3,3,2,3,1,1,3,2,3,2,1,1,3,3,1,3,1,2,3
100,1123,EN,19,2,187,11,187,11,19,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Biological,Biological,2,1,4,2, ,2, ,11, , , , ,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,3,2,3,3,2,2,1,3,3,2,3,1,1,3,3,3,3,1,1,3,2,1,3,2,1,1
100,740,EN, ,1,187,25,187,25,18, ,2, ,Bisexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,2,10,5, ,3, ,1, , , , ,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,4,3,2,2,1,2,1,2,2,2,2,2,3,2,2,2,3,3,2,1,1,2,2,2,2,2,1,1
100,1992,EN,19,2,187,25,187,25,19, ,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,1,6,3, ,2, ,11, , , , ,1,1,2,2,2,1,2,3,2,1,2,1,1,1,1,1,1,4,4,5,5,5,5,3,4,3,1,1,1,2,3,2,3,2,1,2,2,3,2,1,3,3,1,1,2,3,1,3,1,1,3
100,2283,EN, ,2,187,25,187,25,19 years,"black, white, and indian",2, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,1,1,8,5, ,4, ,13, ,none, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,2,1,1,3,2,1,1,3,2,2,2,1,3,1,3,1,1,3,3,1,3,1,1,3,3,1,2,1,1,3
100,4392,EN,18,1,187,25,187,25,18,White,1, ,Gay,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,1,1,8,3, ,3, ,6, , , , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,3,3,3,3,3,3,2,1,2,3,3,3,3,3,2,2,3,3, ,3,1,1,2,2,1,3,2,2,2
100,1237,EN,21,1,187,25,187,25,21,American,1, ,I am a man who likes everyone equally &lt;3,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,5, ,5, ,11, , ,1, ,2,3,3,1,4,2,2,3,2,3,2, ,2,2,4,3,4,2,3,4,4,2,3,3,3,1,1,1,2,2,2,2,2,1,1,2,2,3,3,2,1,2,1,1,2,2,1,2,2,3,1
100,58,EN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,1826,EN,19,1,187,25,187,25,19,African American,2, ,pansexual, ,1, , , , , , ,1,1, , , ,1, , , , , , , , , , ,2,2,2, , ,0, , ,2,1,6,4, ,4, ,1, , , , ,3,2,2,4,3,1,2,1,1,4,3,1,1,1,1,1,1,4,5,3,3,4,3,1,3,2,1,1,2,2,3,2,3,3,1,3,1,2,1,2,3,2,1,1,3,3,1,3,2,2,2
100,1222,EN,18,2,187,45,187,25,18,Caucasian,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,3,3,6,1, ,1, ,1,Non-denominational, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,2,3,1,1,2,3,3,2,3,1,1,3,2,3,3,1,1,3,3,1,2,1,2,3
100,1161,EN,18,2,187,45,187,25,0,African American,2, ,Pansexaul, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1,Great Aunt,"No one frankly, perhaps my older cousin? I don’t really have a father figure currently",3,1,8,5, ,4, ,13, ,Agnostic, , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,3,1,2,3,1,2,3,2,3,2,3,1,2,2,2,2,3,1,1,3,2,1,1,1,1,2
100,994,EN,18,2,187,44,187,44,18 years,caucasion,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,7,4, ,5, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,3,3,3,2,3,2,2,3,3,3,3,1,3,3,3,3,1,1,3,3,1,3,2,1,2
100,1472,EN,19,1,187,25,187,1,18, ,1, , , , , , , , ,1, ,1,1, , , , , , , , ,1, ,1,1, , ,9,9,2, , ,0,Grandmother,Grandfather,1,2,7,5, ,3, ,13, ,Methodist, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,3,5,2,2,1,1,1,2,3,1,3,1,3,1,1,2,1,2,3,1,1,3,3,1,2,1,1,2
100,1332,EN,19,2,187,25,187,25,19,african american,2, ,males, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,7,5, ,5, ,11, , , , ,2,2,4,1,2,4,4,1,2,1,1,1,1,1,1,2,1,5,5,5,5,5,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,1499,EN,18,2,187,25,187,25,18,African American,2, ,Heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,9,My biological mother,I do not have one,3,1,5,5, ,6,Some college,1, , , , ,1,1,2,1,1,3,2,1,1,2,2,1,2,1,2,1,1,5,5,5,5,5,5,3,5,3,2,1,3,2,1,2,3,3,2,3,3,1,3,2,3,3,2,1,3,3,1,1,1,3,3
100,1706,EN,19,2,187,19,187,19,19,American,1, ,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,2,8,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,5,3,2,1,2,1,1,2,3,2,1,3,1,1,3,2,2,3,1,1,3,3,2,2,1,1,2
100,1776,EN,18,2,187,25,187,25,18,"White, English, church of Christ",1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,2,1,5,5, ,3, ,1, , , , ,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,4,2,5,2,3,2,3,3,1,2,3,3,3,3,3,1,3,3,3,3,1,1,2,2,1,1,1,1,1
100,2129,EN, ,2,187,25,187,25,18 years,"White, English, Baptist",1, ,Heterosexual, ,1,1, , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,3, ,Step Father,3,1,5,6,8,6,11,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,2,2,2,2,2,1,2,2,1,3,1,1,2,1,2,3,1,2,3,2,1,2,1,1,2
100,1665,EN,19,2,187,25,187,25,19, ,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,1,1,5,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,1,2,3,1,2,2,3,1,3,1,1,1,1,1,3,1,1,3,3,1,1,1,3,3
100,1415,EN,18,2,187,25,187,25,18,whitw,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,3,8,5, ,5, ,11, , , , ,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,2,1,2,1,2,3,3,2,3,1,1,3,2,2,3,1,1,3,3,1,3,1,3,3
100,2430,EN,18,1,187,25,187,25,18 years,african american,2, ,females,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2, , , ,2, , ,2,1,8,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,3,2,2,2,1,3,2,3,1,1,2,1,2,3,1,1,3,3,1,2,2,1,3
100,1271,EN,18,2,187,44,187,44,18, ,1, ,Heterosexual,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,N/A,N/A,1,1,6,3, ,3, ,1, , , , ,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,3,2,3,3,1,3,3,3,3,2,3,1,2,3,3,3,3,1,1,3,3,1,1,1,3,3
100,4169,EN,19,2,187,24,187,25,19,american,1, ,heterosexual,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,2,1,2, , ,2,biological mother,biological father,1,2,8,3, ,4, ,1,Methodist, , , ,1,2,2,4,4,1,4,1,1,1,2,1,1,1,1,1,1,4,4,5,4,4,4,4,5,3,1,1,2,1,2,2,2,3,1,3,1,1,3,3,1,3,1,2,3,3,1,2,1,1,3
100,17147,EN, ,1,187,25,187,25,18,White,1, ,Stright,1,1, , , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,1,Grandma,Step Father,1,1,7,6,11th,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,4,1,3,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2
100,1015,EN,18,2,187,44,187,44,18 years,caucasion,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,7,4, ,5, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,3,3,3,1,3,3,2,2,3,3,2,1,3,3,3,3,1,1,3,3,1,3,1,1,3
100,32245,EN,18,2,187,25,187,25,18A,African American,2, ,Straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,0,Biological mother,Biological father,1,1,5,4, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,4,5,3,2,1,2,1,1,2,1,3,1,2,2,1,2,2,2,3,1,1,2,2,1,3,1,1,2
100,1264,EN,18,2,36, , ,25,17 years,Asian,4, ,heterosexual, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,6,2, , ,1, , ,2,2,6,1, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,2,2,3,1,1,3,3,3,2,3,2,1,3,2,3,2,1,1,3,3,1,2,3,2,3
100,39691,EN,18,2,187,44,187,25,3,White,1, ,Heterosexual, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,6,2, , ,1,Mom,Dad,2,2,6,1, ,2, ,11, , , , ,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,1,1,1,2,1,2,3,2,1,3,1,1,3,3,2,3,1,1,2,3,1,2,1,2,2
100,3567,EN,18,1,187,11,187,25,18,White,1, ,Straight,1,1, , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,6,n/a,n/a,2,1,6,1, ,3, ,1,Baptist, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,3,1,2,3,1,1,2,1,3,2,3,1,1,3,2,1,3,1,1,3,3,1,2,1,1,3
100,1855,EN,19,2,187,25,187,25,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,1,1,6,3, ,4, ,11, , , , ,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,5,3,3,1,1,1,3,2,3,3,3,3,3,2,3,3,3,2,1,1,3,3,1,3,1,2,3
100,1547,EN,19,1,187,25,187,25,19,Caucasian,1, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,5, ,Brother,3,1,4,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,2,1,1,2,2,2,1,3,1,1,3,2,2,3,1,1,2,3,1,1,1,1,3
100,54359,EN,18,2,187,45,187,25,0, ,2, ,Pansexual, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, ,No one,3,1,8, , ,4, ,13, ,Agnostic, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,3,1,2,3,2,3,1,3,1,2,2,2,2,3,1,1,3,2,1,2,1,2,2
100,1444,EN,18,2,187,25,187,25,18 years,African American,2, ,Female, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,4,2,5,5, ,5, ,13, ,Christian, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,2,1,2,2,3,3,3,3,1,1,2,3,3,3,3,1,1,3,2,1,1,2,3,1
100,56555,EN,18,2,187,25,187,25,18,African American,2, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,One of my aunts,My brother,1,1,4,4, ,4, ,1, , , , ,4,1,5,1,1,4,5,1,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,3,2,1,1,3,1,1,3,1,2,1,2,1,3,2,1,1,2,2,3
100,2117,EN,18,2,36, ,187,25,18,Asian,4, ,Straight, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,6,2, , ,2,Adoptive mother,Adoptive father,2,1,7,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,5,1,4,2,1,1,1,2,1,2,3,2,1,3,1,1,3,2,3,3,1,1,1,2,1,1,1,1,2
100,127294,EN,18,2,187,25,187,25,19 years,African American,2, ,Female, ,1,1, , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,2, ,2, ,1, , , , ,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,3,3,1,3,1,1,3,3,1,3,1,1,2,3,1,2,2,3,3
100,2547,EN,18,2,187,25,187,25,18,African American,2, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,3,3,6,5, ,3, ,11, , , , ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,4,5,3,5,5,5,5,2,3,3,3,3,3,2,3,2,1,3,1,3,2,3,3,3,1,1,1,2,1,3,3,3,2
100,3477,EN,18,2,187,1,187,25,18,African American,2, , , ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2, , , ,0, , ,2,1,6,3, ,2, ,1, , , , ,1,2,2,1,2,1,3,1,2,1,1,2,2,1,2,1,1,4,5,5,5,5,4,1,3,2,1,2,2,2,2,1,3,3,1,3,1,2,3,3,3,3,1,1,3,2,1,3,2,2,2
100,1293,EN,19,1,187,25,187,25,19,Caucasian,1, ,Heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,5, ,Brother,2,1,5,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,1,2,1,1,2,2,2,1,3,1,1,3,1,2,3,1,1,2,3,1,1,1,1,3
100,7872,EN,18,2,187,25,187,25,18,white,1, ,straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,2,5,5, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,3,3,3,2,1,2,2,2,3,1,1,3,3,1,3,1,1,2
100,1085,EN,18,2,187,25,187,25,18,Caucasian,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,2,2,8,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,1,2,1,1,2,2,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3
100,2282,EN,19,1,187,25,187,25,19,english,1, ,male,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,2,4,2, , ,4,biological,biological,3,4,5,5, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,2,1,1,1,3,3,3,3,3,2,2,2,3,3,3,1,1,3,3,1,2,2,2,3
100,840,EN,18,2,187,5,187,25,1,?,1, ,straight,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1, , ,3,3,8,3, ,2, ,13, ,n/a, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,1,1,1,1,2,2,1,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3
100,1352,EN,18,2,187,25,187,25,18,Caucasian,1, ,Heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,1,9,4, ,3, ,1,Nondenominational, , , ,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,1,3,1,3,3,3,3,3,3,1,3,3,2,1,3,1,1,3,3,1,2,2,1,2
100,2141,EN,18,1,187,25,187,25,18,American,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,2,2,8,3, ,2, ,3, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,4,4,3,2,1,2,1,1,2,1,3,1,3,1,1,3,2,1,3,1,1,3,3,1,2,1,1,3
100,2207,EN,18,1,187,1,187,1,18, ,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,1,1,7,3, ,3, ,11, , , , ,3,3,3,3,3,3,2,3,2,2,3,2,2,1,1,1,1,4,4,4,4,5,4,4,4,3,1,1,2,1,1,3,1,3,1,3,1,1,2,1,2,3,1,1,3,2,1,2,1,1,3
100,1878,EN,18,2,187,25,187,25,18,African American,2, ,Heterosexual, ,1,1, , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1-3, , ,1,1,5,4, ,5, ,1,nondenominational, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,3,5,5,2,5,3,1,1,3,1,3,1,1,2,1,3,1,2,3,2,3,3,1,1,3,3,1,2,1,1,2
100,8633,EN,20,2,187,45,187,45,20,"White, Non-Hispanic",1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Biological Mother,Biological Father,1,1,8,5, ,5, ,2, , ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,3,1,1,2,2,3,3,3,3,1,1,2,3,3,3,1,1,3,3,1,3,2,2,2
100,1325,EN,18,2,187,25,187,25,18,white,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,mother,father,1,1,7,3, ,3, ,11, , , , ,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,2,1,1,2,1,2,3,2,1,1,3,1,1,2,3,2,3,1,1,2,1,2,2,1,2,1
100,1465,EN,18,1,187,44,187,25,10,caucasian,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,2, ,13, ,non-religious, , ,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,3,5,3,5,5,3,3,3,3,1,2,1,2,3,1,3,2,3,1,1,3,3,3,3,1,1,3,3,1,2,1,1,2
100,1489,EN,18,2,36, ,187,25,18 years,Asian,4, ,Straight, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,6,2, , ,2,Adoptive mother,Adoptive father,1,1,7,3, ,3, ,11, , , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,5,3,2,1,1,2,2,2,3,2,1,3,1,2,2,2,3,2,1,1,2,2,1,1,1,1,3
100,1655,EN,18,2,187,25,187,25,18,african american,2, , ,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,1,2, , ,2, , ,1,1,5,4, ,5, ,1, , , , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,1,2,1,1,2,2,3,1,1,2,2,3,3,1,1,3,2,1,2,2,2,2
100,1941,EN,18,1,187,25,187,25,18,Southerner,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,5,5, ,4, ,11, , ,1, ,2,3,2,3,3,2,3,3,3, ,4,2,1,1,1,2,2,3,3,3,2,3,3,3,3,3,3,2,3,1,2,3,3,3,2,3,1,2,3,2,3,3,1,2,3,2,1,3,1,2,2
100,65397,EN,18,2,187,11,187,25,GA,Peachtree Corners,2, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,6,3, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,5,5,5,5,4,4,5,3,3,1,2,1,3,2,2,3,3,3,1,1,2, ,3,3,1,1,3,3,1,3,1,2,2
100,3458,EN,18,1,187,11,187,25,7,White,1, ,Bisexual,1,1, , , , , , ,1,1, , , ,1, , , , , , , , , , ,2,2,2,1,Father,5, , ,1,1,6,5, ,5, ,1, , , , ,2,1,1,1,4,1,2,2,3,1,4,1,1,1,1,1,1,5,5,5,5,5,4,4,4,3,3,3,3,2,1,2,3,3,3,3,2,1,3,3,2,3,1,1,2,1,1,1,1,3,3
